name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
CK One Shock For Him,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.12520.jpg,for men,4.08,3853,"tobacco , warm spicy , amber , sweet , fresh spicy , aromatic , woody , patchouli , lavender , citrus ",moderate,"['Lavender', 'Clementine', 'Cucumber']","['Cardamom', 'Pepper', 'Basil', 'Osmanthus']","['Tobacco', 'Amber', 'Patchouli', 'Woodsy Notes', 'Musk']","{'very weak': 126, 'weak': 178, 'moderate': 741, 'long lasting': 783, 'eternal': 132}",,"{'female': 1, 'more female': 1, 'unisex': 27, 'more male': 92, 'male': 145}","{'way overpriced': 3, 'overpriced': 2, 'ok': 17, 'good value': 62, 'great value': 172}",,,,,,,,fall,"{'tobacco': 100.0, 'warm spicy': 85.6082, 'amber': 80.097, 'sweet': 78.4019, 'fresh spicy': 74.335, 'aromatic': 66.7343, 'woody': 66.4, 'patchouli': 60.4552, 'lavender': 57.1119, 'citrus': 56.1194}"
Roses Vanille,Mancera,https://fimgs.net/mdimg/perfume/375x500.15210.jpg,for women,4.08,2349,"vanilla , rose , sweet , powdery , musky , floral , woody ",enormous,"['Lemon', 'Water Notes']","['Rose', 'Sugar']","['Vanilla', 'Sugar', 'White Musk', 'Cedar']","{'very weak': 38, 'weak': 56, 'moderate': 130, 'long lasting': 296, 'eternal': 486}",,"{'female': 116, 'more female': 52, 'unisex': 40, 'more male': 1, 'male': 1}","{'way overpriced': 7, 'overpriced': 26, 'ok': 105, 'good value': 40, 'great value': 8}",,,,,,,,fall,"{'vanilla': 100.0, 'rose': 82.9987, 'sweet': 82.7125, 'powdery': 59.1883, 'musky': 50.8178, 'floral': 45.8996, 'woody': 45.7001}"
Neroli Portofino,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.12192.jpg,for women and men,3.99,3720,"citrus , white floral , fresh spicy , aromatic ",moderate,"['Bergamot', 'Mandarin Orange', 'Bitter Orange', 'Lemon', 'Lavender', 'Rosemary', 'Myrtle']","['African Orange flower', 'Neroli', 'Jasmine', 'Pitosporum']","['Amber', 'Angelica', 'Ambrette (Musk Mallow)']","{'very weak': 165, 'weak': 207, 'moderate': 517, 'long lasting': 193, 'eternal': 87}",,"{'female': 8, 'more female': 10, 'unisex': 111, 'more male': 15, 'male': 2}","{'way overpriced': 78, 'overpriced': 41, 'ok': 15, 'good value': 4, 'great value': 1}",,,,,,,,summer,"{'citrus': 100.0, 'white floral': 72.4525, 'fresh spicy': 51.5733, 'aromatic': 50.6576}"
Legend,Montblanc,https://fimgs.net/mdimg/perfume/375x500.11784.jpg,for men,3.97,3327,"fruity , sweet , aromatic , lavender , fresh spicy , citrus , woody , vanilla , herbal , fresh ",moderate,"['Lavender', 'Pineapple', 'Bergamot', 'Lemon Verbena']","['Red Apple', 'Dried Fruits', 'oak moss', 'Geranium', 'Coumarin', 'Rose']","['Tonka Bean', 'Sandalwood']","{'very weak': 96, 'weak': 197, 'moderate': 740, 'long lasting': 309, 'eternal': 82}",,"{'female': 1, 'more female': 1, 'unisex': 8, 'more male': 38, 'male': 126}","{'way overpriced': 4, 'overpriced': 12, 'ok': 39, 'good value': 69, 'great value': 29}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 91.538, 'aromatic': 78.8677, 'lavender': 69.0474, 'fresh spicy': 67.3415, 'citrus': 63.9135, 'woody': 63.693, 'vanilla': 49.7053, 'herbal': 48.3043, 'fresh': 48.2621}"
Body,Burberry,https://fimgs.net/mdimg/perfume/375x500.13014.jpg,for women,3.61,6296,"powdery , woody , musky , rose , floral , fruity , amber , aromatic , iris , sweet ",moderate,"['Peach', 'Wormwood', 'Freesia']","['Rose', 'Sandalwood', 'iris']","['Musk', 'Cashmere Wood', 'Vanille', 'Amber']","{'very weak': 73, 'weak': 129, 'moderate': 536, 'long lasting': 598, 'eternal': 209}",,"{'female': 112, 'more female': 33, 'unisex': 10, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 15, 'ok': 57, 'good value': 44, 'great value': 15}",,,,,,,,fall,"{'powdery': 100.0, 'woody': 95.6192, 'musky': 91.809, 'rose': 76.6534, 'floral': 68.7014, 'fruity': 63.8291, 'amber': 62.9222, 'aromatic': 59.4741, 'iris': 55.5027, 'sweet': 53.278}"
Un Jardin Sur Le Toit,Hermès,https://fimgs.net/mdimg/perfume/375x500.11502.jpg,for women and men,4.09,4585,"green , fresh , fruity , rose , sweet , floral , aromatic , fresh spicy ",moderate,[],"['Grass', 'Red Apple', 'Rose', 'Pear', 'Rosemary', 'Magnolia']",[],"{'very weak': 92, 'weak': 173, 'moderate': 517, 'long lasting': 285, 'eternal': 100}",,"{'female': 19, 'more female': 32, 'unisex': 40, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 26, 'ok': 34, 'good value': 7, 'great value': 2}",,,,,,,,spring,"{'green': 100.0, 'fresh': 94.8591, 'fruity': 82.5602, 'rose': 60.7706, 'sweet': 57.4934, 'floral': 57.0556, 'aromatic': 53.7346, 'fresh spicy': 48.9877}"
Chanel No 19 Poudre,Chanel,https://fimgs.net/mdimg/perfume/375x500.12424.jpg,for women,4.13,4426,"iris , green , powdery , aromatic , earthy , woody , violet , white floral , musky , citrus ",moderate,"['Galbanum', 'Neroli', 'Mandarin Orange']","['iris', 'Jasmine']","['Vetiver', 'Musk', 'Tonka Bean']","{'very weak': 115, 'weak': 166, 'moderate': 447, 'long lasting': 226, 'eternal': 142}",,"{'female': 46, 'more female': 21, 'unisex': 19, 'more male': 2, 'male': 1}","{'way overpriced': 14, 'overpriced': 24, 'ok': 31, 'good value': 3, 'great value': 3}",,,,,,,,spring,"{'iris': 100.0, 'green': 89.1111, 'powdery': 88.6954, 'aromatic': 88.1411, 'earthy': 79.8583, 'woody': 70.1128, 'violet': 65.0, 'white floral': 64.2401, 'musky': 63.3908, 'citrus': 59.8595}"
Honour Woman,Amouage,https://fimgs.net/mdimg/perfume/375x500.12762.jpg,for women,4.05,3313,"white floral , green , tuberose , aromatic , animalic ",strong,"['Rhuburb', 'Pepper', 'Coriander']","['Gardenia', 'Tuberose', 'Jasmine', 'Lily-of-the-Valley', 'Carnation']","['Amber', 'Incense', 'Opoponax', 'Vetiver', 'Leather']","{'very weak': 52, 'weak': 72, 'moderate': 197, 'long lasting': 351, 'eternal': 282}",,"{'female': 85, 'more female': 10, 'unisex': 2, 'more male': 1, 'male': 0}","{'way overpriced': 14, 'overpriced': 30, 'ok': 29, 'good value': 4, 'great value': 1}",,,,,,,,spring,"{'white floral': 100.0, 'green': 52.9311, 'tuberose': 52.0951, 'aromatic': 45.3677, 'animalic': 44.4895}"
Shalimar Parfum Initial,Guerlain,https://fimgs.net/mdimg/perfume/375x500.11360.jpg,for women,4.05,8524,"vanilla , powdery , citrus , woody , iris , earthy , sweet , caramel , aromatic , patchouli ",moderate,"['Bergamot', 'Orange', 'Green Notes']","['iris', 'Patchouli', 'Vetiver', 'Rose', 'Jasmine']","['Vanille', 'Caramel', 'Tonka Bean', 'Musk']","{'very weak': 88, 'weak': 125, 'moderate': 436, 'long lasting': 816, 'eternal': 504}",,"{'female': 45, 'more female': 19, 'unisex': 12, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 15, 'ok': 32, 'good value': 5, 'great value': 5}",,,,,,,,fall,"{'vanilla': 100.0, 'powdery': 88.907, 'citrus': 84.8368, 'woody': 84.3253, 'iris': 82.9178, 'earthy': 81.6867, 'sweet': 77.3655, 'caramel': 73.2544, 'aromatic': 70.5234, 'patchouli': 64.1371}"
Royal Oud,Creed,https://fimgs.net/mdimg/perfume/375x500.12317.jpg,for women and men,4.37,2684,"woody , musky , powdery , citrus , soft spicy , aromatic , oud , green , amber ",moderate,"['Pink Pepper', 'Lemon', 'Sicilian Bergamot']","['Cedar', 'Angelica', 'Galbanum']","['Sandalwood', 'Agarwood (Oud)', 'Musk']","{'very weak': 58, 'weak': 62, 'moderate': 305, 'long lasting': 502, 'eternal': 121}",,"{'female': 1, 'more female': 2, 'unisex': 14, 'more male': 40, 'male': 94}","{'way overpriced': 22, 'overpriced': 67, 'ok': 40, 'good value': 5, 'great value': 4}",,,,,,,,fall,"{'woody': 100.0, 'musky': 71.858, 'powdery': 70.0656, 'citrus': 58.6493, 'soft spicy': 53.6055, 'aromatic': 53.591, 'oud': 51.2092, 'green': 47.8225, 'amber': 44.7643}"
Trussardi Donna (2011),Trussardi,https://fimgs.net/mdimg/perfume/375x500.13066.jpg,for women,4.01,3954,"citrus , white floral , fruity , sweet , floral , woody , vanilla , powdery ",moderate,"['Fruity Notes', 'Yuzu', 'Amalfi Lemon']","['Jasmine', 'African Orange flower', 'Lotus']","['Vanille', 'Sandalwood', 'Patchouli', 'Virginia Cedar']","{'very weak': 84, 'weak': 139, 'moderate': 571, 'long lasting': 292, 'eternal': 117}",,"{'female': 101, 'more female': 6, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 5, 'ok': 44, 'good value': 30, 'great value': 13}",,,,,,,,spring,"{'citrus': 100.0, 'white floral': 95.7863, 'fruity': 74.6248, 'sweet': 73.6706, 'floral': 58.7277, 'woody': 55.869, 'vanilla': 53.7603, 'powdery': 46.1867}"
Jasmin Rouge,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.12765.jpg,for women,4.19,2353,"white floral , yellow floral , warm spicy , citrus , woody , floral , sweet , amber , fresh spicy , aromatic ",moderate,"['Cinnamon', 'Ginger', 'Bergamot', 'Cardamom', 'Pepper', 'Mandarin Orange']","['Jasmine', 'Ylang-Ylang', 'Neroli', 'Broom', 'Clary Sage']","['Amber', 'Woodsy Notes', 'Vanille', 'Leather', 'French labdanum']","{'very weak': 42, 'weak': 59, 'moderate': 207, 'long lasting': 165, 'eternal': 134}",,"{'female': 44, 'more female': 20, 'unisex': 8, 'more male': 0, 'male': 1}","{'way overpriced': 27, 'overpriced': 25, 'ok': 12, 'good value': 2, 'great value': 1}",,,,,,,,fall,"{'white floral': 100.0, 'yellow floral': 60.4392, 'warm spicy': 57.9143, 'citrus': 55.3391, 'woody': 51.9898, 'floral': 49.4503, 'sweet': 48.2232, 'amber': 46.0763, 'fresh spicy': 45.013, 'aromatic': 44.5544}"
Eau de Lacoste L.12.12. White,Lacoste Fragrances,https://fimgs.net/mdimg/perfume/375x500.11043.jpg,for men,4.03,2436,"woody , citrus , aromatic , yellow floral , tuberose , white floral , fresh spicy , leather , sweet , animalic ",moderate,"['Grapefruit', 'Rosemary', 'Cardamom']","['Ylang-Ylang', 'Tuberose']","['Suede', 'Virginia Cedar', 'Vetiver', 'Leather']","{'very weak': 83, 'weak': 157, 'moderate': 577, 'long lasting': 134, 'eternal': 58}",,"{'female': 1, 'more female': 1, 'unisex': 35, 'more male': 68, 'male': 45}","{'way overpriced': 2, 'overpriced': 6, 'ok': 26, 'good value': 79, 'great value': 26}",,,,,,,,summer,"{'woody': 100.0, 'citrus': 96.3278, 'aromatic': 93.5238, 'yellow floral': 83.9447, 'tuberose': 81.525, 'white floral': 71.22, 'fresh spicy': 68.3448, 'leather': 66.8503, 'sweet': 56.9723, 'animalic': 55.0651}"
Baiser Vole,Cartier,https://fimgs.net/mdimg/perfume/375x500.12878.jpg,for women,4.03,4352,"white floral , green , soft spicy , citrus ",moderate,"['Lily', 'Citruses']",['Lily'],"['Green Lily', 'Green Notes']","{'very weak': 84, 'weak': 107, 'moderate': 435, 'long lasting': 304, 'eternal': 121}",,"{'female': 58, 'more female': 8, 'unisex': 8, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 13, 'ok': 36, 'good value': 9, 'great value': 5}",,,,,,,,spring,"{'white floral': 100.0, 'green': 77.4413, 'soft spicy': 54.5, 'citrus': 48.1495}"
Daisy Eau So Fresh,Marc Jacobs,https://fimgs.net/mdimg/perfume/375x500.10858.jpg,for women,4.09,4647,"fruity , sweet , green , violet , floral , powdery , fresh , citrus , rose ",intimate,"['Green Notes', 'Raspberry', 'Pear', 'Grapefruit']","['Violet', 'Litchi', 'Apple Blossom', 'Rose', 'Jasmine']","['Musk', 'Plum', 'Virginia Cedar']","{'very weak': 165, 'weak': 376, 'moderate': 411, 'long lasting': 128, 'eternal': 63}",,"{'female': 77, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 12, 'ok': 44, 'good value': 12, 'great value': 2}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 65.7738, 'green': 63.8487, 'violet': 54.1924, 'floral': 53.9899, 'powdery': 53.7154, 'fresh': 53.2092, 'citrus': 48.0808, 'rose': 44.4674}"
Wild Bluebell,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.12310.jpg,for women,4.05,1895,"white floral , floral , fresh spicy , rose , fresh , herbal , musky , green ",intimate,"['Bellflower', 'Clove']","['Lily-of-the-Valley', 'Rose Hip', 'Jasmine']","['Musk', 'Amber']","{'very weak': 91, 'weak': 127, 'moderate': 174, 'long lasting': 55, 'eternal': 34}",,"{'female': 45, 'more female': 19, 'unisex': 18, 'more male': 0, 'male': 0}","{'way overpriced': 10, 'overpriced': 30, 'ok': 20, 'good value': 6, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'floral': 98.7539, 'fresh spicy': 63.8582, 'rose': 59.6731, 'fresh': 58.695, 'herbal': 50.3149, 'musky': 49.7589, 'green': 47.356}"
212 VIP Men,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.12865.jpg,for men,4.14,3143,"aromatic , vodka , warm spicy , fresh spicy , woody , green , tropical , citrus , sweet , fruity ",strong,"['Passionfruit', 'Lime', 'Pepper', 'Ginger']","['Vodka', 'Gin', 'Mint', 'Spices']","['Amber', 'Leather', 'Woodsy Notes']","{'very weak': 63, 'weak': 75, 'moderate': 350, 'long lasting': 713, 'eternal': 254}",,"{'female': 1, 'more female': 1, 'unisex': 17, 'more male': 26, 'male': 69}","{'way overpriced': 3, 'overpriced': 21, 'ok': 52, 'good value': 19, 'great value': 3}",,,,,,,,fall,"{'aromatic': 100.0, 'vodka': 98.8511, 'warm spicy': 95.0733, 'fresh spicy': 89.124, 'woody': 85.3419, 'green': 76.8291, 'tropical': 76.0632, 'citrus': 70.8058, 'sweet': 69.9528, 'fruity': 69.4827}"
Vanille Exquise,Annick Goutal,https://fimgs.net/mdimg/perfume/375x500.4636.jpg,for women,3.99,731,"vanilla , powdery , woody , musky , almond , sweet , nutty , fruity , amber , balsamic ",intimate,[],"['Vanilla', 'Almond', 'Guaiac Wood', 'Sandalwood', 'Angelica', 'Musk']",[],"{'very weak': 26, 'weak': 41, 'moderate': 53, 'long lasting': 29, 'eternal': 18}",,"{'female': 5, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 4, 'good value': 1, 'great value': 0}",,,,,,,,fall,"{'vanilla': 100.0, 'powdery': 93.0516, 'woody': 91.4005, 'musky': 74.7174, 'almond': 70.5897, 'sweet': 60.3391, 'nutty': 54.3538, 'fruity': 50.2948, 'amber': 48.7125, 'balsamic': 46.1069}"
Rouge Trafalgar,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.58665.jpg,for women,4.04,215,"fruity , sweet , citrus , cherry , musky ",enormous,"['Raspberry', 'Cherry', 'Strawberry', 'Mandarin Orange']","['Black Currant', 'Grapefruit']","['Musk', 'Patchouli']","{'very weak': 6, 'weak': 13, 'moderate': 32, 'long lasting': 29, 'eternal': 17}",,"{'female': 21, 'more female': 8, 'unisex': 5, 'more male': 2, 'male': 1}","{'way overpriced': 6, 'overpriced': 13, 'ok': 7, 'good value': 5, 'great value': 0}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 67.0795, 'citrus': 47.2803, 'cherry': 46.1088, 'musky': 45.2301}"
Luna Rossa Sport,Prada,https://fimgs.net/mdimg/perfume/375x500.31116.jpg,for men,4.16,1128,"vanilla , aromatic , lavender , fresh spicy , sweet , warm spicy , amber ",moderate,"['Juniper Berries', 'Ginger']",['Lavender'],"['Vanilla', 'Tonka Bean']","{'very weak': 26, 'weak': 33, 'moderate': 158, 'long lasting': 245, 'eternal': 62}",,"{'female': 0, 'more female': 2, 'unisex': 15, 'more male': 33, 'male': 26}","{'way overpriced': 4, 'overpriced': 4, 'ok': 30, 'good value': 29, 'great value': 2}",,,,,,,,spring,"{'vanilla': 100.0, 'aromatic': 80.374, 'lavender': 72.2345, 'fresh spicy': 57.811, 'sweet': 56.3823, 'warm spicy': 52.859, 'amber': 49.7512}"
Brut,Brut Parfums Prestige,https://fimgs.net/mdimg/perfume/375x500.15303.jpg,for men,4.04,675,"aromatic , woody , sweet , fresh spicy , vanilla , lavender , citrus , anis , musky , white floral ",moderate,"['Lavender', 'Anise', 'Bergamot', 'Basil', 'Orange Blossom', 'Lemon']","['Ylang-Ylang', 'Geranium', 'Jasmine']","['Coumarin', 'Musk', 'Sandalowood', 'Oakmoss', 'Tonka Bean', 'Vanila', 'Vetiver', 'Patchouli']","{'very weak': 22, 'weak': 59, 'moderate': 119, 'long lasting': 68, 'eternal': 20}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 6, 'male': 14}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 2, 'great value': 16}",,,,,,,,spring,"{'aromatic': 100.0, 'woody': 88.2718, 'sweet': 77.6233, 'fresh spicy': 75.7087, 'vanilla': 69.767, 'lavender': 64.5631, 'citrus': 64.0777, 'anis': 58.3495, 'musky': 57.3398, 'white floral': 56.7961}"
Faqat Lil Rijal,Rasasi,https://fimgs.net/mdimg/perfume/375x500.19651.jpg,for men,4.2,358,"oud , warm spicy , fresh spicy , leather , woody , aromatic , patchouli , animalic , powdery , earthy ",enormous,"['Agarwood (Oud)', 'Saffron', 'Bergamot']","['Geranium', 'Jasmine', 'Cardamom', 'Rice']","['Agarwood (Oud)', 'Leather', 'Patchouli', 'Sandalwood', 'Musk']","{'very weak': 14, 'weak': 12, 'moderate': 31, 'long lasting': 76, 'eternal': 132}",,"{'female': 1, 'more female': 0, 'unisex': 1, 'more male': 11, 'male': 12}","{'way overpriced': 1, 'overpriced': 0, 'ok': 3, 'good value': 14, 'great value': 5}",,,,,,,,fall,"{'oud': 100.0, 'warm spicy': 93.5236, 'fresh spicy': 80.2402, 'leather': 79.5512, 'woody': 67.9488, 'aromatic': 63.9252, 'patchouli': 62.7953, 'animalic': 52.0886, 'powdery': 47.5827, 'earthy': 45.9291}"
Nio,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.10244.jpg,for men,4.48,925,"citrus , green , aromatic , fresh spicy , woody , white floral , floral , warm spicy , fresh , earthy ",strong,"['Bergamot', 'Neroli', 'Green Notes']","['Cardamom', 'Pink Pepper', 'Jasmine', 'Nutmeg']","['vetyver', 'Virginia Cedar', 'Guaiac Wood', 'Amber', 'Patchouli']","{'very weak': 33, 'weak': 35, 'moderate': 92, 'long lasting': 228, 'eternal': 79}",,"{'female': 0, 'more female': 0, 'unisex': 26, 'more male': 38, 'male': 8}","{'way overpriced': 7, 'overpriced': 5, 'ok': 24, 'good value': 25, 'great value': 3}",,,,,,,,winter,"{'citrus': 100.0, 'green': 89.0071, 'aromatic': 74.078, 'fresh spicy': 73.2908, 'woody': 71.9319, 'white floral': 65.5319, 'floral': 50.8085, 'warm spicy': 49.5745, 'fresh': 44.5816, 'earthy': 44.5248}"
Hafa,Ajmal,https://fimgs.net/mdimg/perfume/375x500.39345.jpg,for women and men,4.35,26,"woody , warm spicy , patchouli , chocolate , sweet , vanilla , amber , powdery , rose , balsamic ",moderate,[],"['Woody Notes', 'Patchouli', 'Dark Chocolate', 'Vanilla', 'Amber', 'Bulgarian Rose', 'Musk', 'Jasmine', 'Ylang-Ylang', 'Neroli']",[],"{'very weak': 0, 'weak': 1, 'moderate': 3, 'long lasting': 4, 'eternal': 8}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'woody': 100.0, 'warm spicy': 67.505, 'patchouli': 66.7974, 'chocolate': 60.5701, 'sweet': 56.4658, 'vanilla': 55.4751, 'amber': 48.3987, 'powdery': 46.0635, 'rose': 45.5681, 'balsamic': 44.8605}"
Chocolate Covered Cherry,Bath and Body Works,https://fimgs.net/mdimg/perfume/375x500.65370.jpg,for women,3.83,6,"cherry , sweet , chocolate , warm spicy , alcohol , cacao , nutty , fruity ",moderate,[],"['Cherry', 'Chocolate', 'Liquor']",[],"{'very weak': 1, 'weak': 1, 'moderate': 2, 'long lasting': 0, 'eternal': 0}",,"{'female': 2, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 4}",,,,,,,,winter,"{'cherry': 100.0, 'sweet': 93.0, 'chocolate': 86.0, 'warm spicy': 65.0, 'alcohol': 59.4, 'cacao': 51.0, 'nutty': 47.5, 'fruity': 44.0}"
Laudano Nero,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.24684.jpg,for women and men,4.13,1693,"woody , amber , smoky , aromatic , warm spicy , sweet , fresh spicy , oud , balsamic , tobacco ",enormous,"['Cognac', 'Tobacco', 'Amber', 'Wormwood', 'Rosemary', 'Myrtle']","['Ash', 'Black locust Honey', 'Cedar', 'Slate', 'Sandalwood', 'Rosemary', 'iris', 'Red Rose']","['Incense', 'Agarwood (Oud)', 'Labdanum', 'Oak', 'Camphor', 'Laurels', 'Vanilla', 'Cashmere Musk', 'Musk', 'Vetiver']","{'very weak': 41, 'weak': 38, 'moderate': 84, 'long lasting': 200, 'eternal': 539}",,"{'female': 3, 'more female': 5, 'unisex': 34, 'more male': 45, 'male': 49}","{'way overpriced': 8, 'overpriced': 14, 'ok': 44, 'good value': 27, 'great value': 25}",,,,,,,,winter,"{'woody': 100.0, 'amber': 93.699, 'smoky': 68.6521, 'aromatic': 60.7839, 'warm spicy': 56.8639, 'sweet': 56.7632, 'fresh spicy': 54.8777, 'oud': 54.4144, 'balsamic': 51.552, 'tobacco': 50.7482}"
La Capitale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.55782.jpg,for women and men,4.13,187,"fruity , sweet , amber , warm spicy , leather , caramel , vanilla , animalic , powdery ",enormous,"['Strawberry', 'Caramel', 'Peach', 'Labdanum']","['Saffron', 'Leather', 'Amber', 'Ginger', 'Rose']","['Bourbon Vanilla', 'Benzoin']","{'very weak': 5, 'weak': 9, 'moderate': 20, 'long lasting': 25, 'eternal': 27}",,"{'female': 13, 'more female': 16, 'unisex': 8, 'more male': 2, 'male': 0}","{'way overpriced': 7, 'overpriced': 13, 'ok': 9, 'good value': 3, 'great value': 0}",,,,,,,,fall and winter,"{'fruity': 100.0, 'sweet': 92.341, 'amber': 85.2163, 'warm spicy': 79.0416, 'leather': 73.1043, 'caramel': 65.6234, 'vanilla': 57.43, 'animalic': 49.6522, 'powdery': 46.3868}"
DKNY Women,Donna Karan,https://fimgs.net/mdimg/perfume/375x500.504.jpg,for women,3.87,2285,"citrus , aromatic , green , fresh spicy , leather , fruity , woody , floral , sweet , fresh ",moderate,"['Tomato Leaf', 'Orange', 'Mandarin Orange', 'Apricot']","['Cassia', 'Water Lily', 'Yellow Water Lily', 'Yellow Narcissus', 'Jasmine', 'Heliotrope', 'Ylang-Ylang', 'Rose', 'Orchid']","['Birch', 'Suede', 'Sandalwood', 'Patchouli', 'Amber']","{'very weak': 23, 'weak': 44, 'moderate': 190, 'long lasting': 195, 'eternal': 57}",,"{'female': 19, 'more female': 12, 'unisex': 8, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 2, 'ok': 16, 'good value': 12, 'great value': 3}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 97.6724, 'green': 80.8451, 'fresh spicy': 72.3573, 'leather': 53.3655, 'fruity': 53.1802, 'woody': 52.891, 'floral': 50.6523, 'sweet': 48.0059, 'fresh': 45.8191}"
